order,id,date,time,title,url,visitCount,typedCount,transition
521,32339,1/9/2022,10:56:50,"Transfer Talk - Morata's Barcelona move on hold while Juventus, PSG haggle over Icardi",https://www.espn.in/football/blog-transfer-talk/story/4565405/transfer-talk-moratas-barcelona-move-on-hold-while-juventuspsg-haggle-over-icardi,3,0,link
522,19829,1/9/2022,10:56:23,"Football Teams, Scores, Stats, News, Fixtures, Results, Tables - ESPN",https://www.espn.in/football/,9,4,link
523,19829,1/9/2022,10:56:20,"Football Teams, Scores, Stats, News, Fixtures, Results, Tables - ESPN",https://www.espn.in/football/,9,4,typed
524,26652,1/9/2022,10:50:47,SCIENTIFIC CALCULATOR,https://www.tcsion.com/OnlineAssessment/ScientificCalculator/Calculator.html#nogo,728,0,link
525,26652,1/9/2022,10:50:46,SCIENTIFIC CALCULATOR,https://www.tcsion.com/OnlineAssessment/ScientificCalculator/Calculator.html#nogo,728,0,link
526,26652,1/9/2022,10:50:45,SCIENTIFIC CALCULATOR,https://www.tcsion.com/OnlineAssessment/ScientificCalculator/Calculator.html#nogo,728,0,link
527,26652,1/9/2022,10:50:44,SCIENTIFIC CALCULATOR,https://www.tcsion.com/OnlineAssessment/ScientificCalculator/Calculator.html#nogo,728,0,link
528,26652,1/9/2022,10:50:43,SCIENTIFIC CALCULATOR,https://www.tcsion.com/OnlineAssessment/ScientificCalculator/Calculator.html#nogo,728,0,link
529,32338,1/9/2022,10:47:24,strongly connected components - Google Search,https://www.google.com/search?q=strongly+connected+components&rlz=1C1CHWA_enIN911IN911&oq=strongly+&aqs=chrome.3.69i57j69i59j0i512j0i67i433j0i512j0i67j0i512j69i60.4269j0j7&sourceid=chrome&ie=UTF-8,2,0,link
530,32338,1/9/2022,10:47:23,strongly connected components - Google Search,https://www.google.com/search?q=strongly+connected+components&rlz=1C1CHWA_enIN911IN911&oq=strongly+&aqs=chrome.3.69i57j69i59j0i512j0i67i433j0i512j0i67j0i512j69i60.4269j0j7&sourceid=chrome&ie=UTF-8,2,0,generated
531,32337,1/9/2022,10:46:06,Topological Sort | Topological Sort Examples | Gate Vidyalay,https://www.gatevidyalay.com/topological-sort-topological-sorting/,1,0,link
532,32335,1/9/2022,10:45:57,topological sort - Google Search,https://www.google.com/search?q=topological+sort&rlz=1C1CHWA_enIN911IN911&oq=topological+so&aqs=chrome.0.0i433i512j0i20i263i512j69i57j0i512l7.10908j0j7&sourceid=chrome&ie=UTF-8,3,0,generated
533,32336,1/9/2022,10:45:03,Topological Sorting - GeeksforGeeks,https://www.geeksforgeeks.org/topological-sorting/,1,0,link
534,32335,1/9/2022,10:45:01,topological sort - Google Search,https://www.google.com/search?q=topological+sort&rlz=1C1CHWA_enIN911IN911&oq=topological+so&aqs=chrome.0.0i433i512j0i20i263i512j69i57j0i512l7.10908j0j7&sourceid=chrome&ie=UTF-8,3,0,link
535,32335,1/9/2022,10:45:01,topological sort - Google Search,https://www.google.com/search?q=topological+sort&rlz=1C1CHWA_enIN911IN911&oq=topological+so&aqs=chrome.0.0i433i512j0i20i263i512j69i57j0i512l7.10908j0j7&sourceid=chrome&ie=UTF-8,3,0,generated
536,26652,1/9/2022,10:36:26,SCIENTIFIC CALCULATOR,https://www.tcsion.com/OnlineAssessment/ScientificCalculator/Calculator.html#nogo,728,0,link
537,26652,1/9/2022,10:36:25,SCIENTIFIC CALCULATOR,https://www.tcsion.com/OnlineAssessment/ScientificCalculator/Calculator.html#nogo,728,0,link
538,26652,1/9/2022,10:36:24,SCIENTIFIC CALCULATOR,https://www.tcsion.com/OnlineAssessment/ScientificCalculator/Calculator.html#nogo,728,0,link
539,26652,1/9/2022,10:36:22,SCIENTIFIC CALCULATOR,https://www.tcsion.com/OnlineAssessment/ScientificCalculator/Calculator.html#nogo,728,0,link
540,26652,1/9/2022,10:36:21,SCIENTIFIC CALCULATOR,https://www.tcsion.com/OnlineAssessment/ScientificCalculator/Calculator.html#nogo,728,0,link
541,26652,1/9/2022,10:35:10,SCIENTIFIC CALCULATOR,https://www.tcsion.com/OnlineAssessment/ScientificCalculator/Calculator.html#nogo,728,0,link
542,26652,1/9/2022,10:35:09,SCIENTIFIC CALCULATOR,https://www.tcsion.com/OnlineAssessment/ScientificCalculator/Calculator.html#nogo,728,0,link
543,26652,1/9/2022,10:35:07,SCIENTIFIC CALCULATOR,https://www.tcsion.com/OnlineAssessment/ScientificCalculator/Calculator.html#nogo,728,0,link
544,26652,1/9/2022,10:35:04,SCIENTIFIC CALCULATOR,https://www.tcsion.com/OnlineAssessment/ScientificCalculator/Calculator.html#nogo,728,0,link
545,26652,1/9/2022,10:35:03,SCIENTIFIC CALCULATOR,https://www.tcsion.com/OnlineAssessment/ScientificCalculator/Calculator.html#nogo,728,0,link
546,26652,1/9/2022,10:35:01,SCIENTIFIC CALCULATOR,https://www.tcsion.com/OnlineAssessment/ScientificCalculator/Calculator.html#nogo,728,0,link
547,26652,1/9/2022,10:35:00,SCIENTIFIC CALCULATOR,https://www.tcsion.com/OnlineAssessment/ScientificCalculator/Calculator.html#nogo,728,0,link
548,26652,1/9/2022,10:34:59,SCIENTIFIC CALCULATOR,https://www.tcsion.com/OnlineAssessment/ScientificCalculator/Calculator.html#nogo,728,0,link
549,26652,1/9/2022,10:34:57,SCIENTIFIC CALCULATOR,https://www.tcsion.com/OnlineAssessment/ScientificCalculator/Calculator.html#nogo,728,0,link
550,26652,1/9/2022,10:34:56,SCIENTIFIC CALCULATOR,https://www.tcsion.com/OnlineAssessment/ScientificCalculator/Calculator.html#nogo,728,0,link
551,26652,1/9/2022,10:34:52,SCIENTIFIC CALCULATOR,https://www.tcsion.com/OnlineAssessment/ScientificCalculator/Calculator.html#nogo,728,0,link
552,26652,1/9/2022,10:34:51,SCIENTIFIC CALCULATOR,https://www.tcsion.com/OnlineAssessment/ScientificCalculator/Calculator.html#nogo,728,0,link
553,26652,1/9/2022,10:34:50,SCIENTIFIC CALCULATOR,https://www.tcsion.com/OnlineAssessment/ScientificCalculator/Calculator.html#nogo,728,0,link
554,26652,1/9/2022,10:34:48,SCIENTIFIC CALCULATOR,https://www.tcsion.com/OnlineAssessment/ScientificCalculator/Calculator.html#nogo,728,0,link
555,26652,1/9/2022,10:34:45,SCIENTIFIC CALCULATOR,https://www.tcsion.com/OnlineAssessment/ScientificCalculator/Calculator.html#nogo,728,0,link
556,26652,1/9/2022,10:34:43,SCIENTIFIC CALCULATOR,https://www.tcsion.com/OnlineAssessment/ScientificCalculator/Calculator.html#nogo,728,0,link
557,26652,1/9/2022,10:34:42,SCIENTIFIC CALCULATOR,https://www.tcsion.com/OnlineAssessment/ScientificCalculator/Calculator.html#nogo,728,0,link
558,26652,1/9/2022,10:34:41,SCIENTIFIC CALCULATOR,https://www.tcsion.com/OnlineAssessment/ScientificCalculator/Calculator.html#nogo,728,0,link
559,26652,1/9/2022,10:34:39,SCIENTIFIC CALCULATOR,https://www.tcsion.com/OnlineAssessment/ScientificCalculator/Calculator.html#nogo,728,0,link
560,26652,1/9/2022,10:34:38,SCIENTIFIC CALCULATOR,https://www.tcsion.com/OnlineAssessment/ScientificCalculator/Calculator.html#nogo,728,0,link
561,26652,1/9/2022,10:34:35,SCIENTIFIC CALCULATOR,https://www.tcsion.com/OnlineAssessment/ScientificCalculator/Calculator.html#nogo,728,0,link
562,26652,1/9/2022,10:34:34,SCIENTIFIC CALCULATOR,https://www.tcsion.com/OnlineAssessment/ScientificCalculator/Calculator.html#nogo,728,0,link
563,26652,1/9/2022,10:34:32,SCIENTIFIC CALCULATOR,https://www.tcsion.com/OnlineAssessment/ScientificCalculator/Calculator.html#nogo,728,0,link
564,26652,1/9/2022,10:34:31,SCIENTIFIC CALCULATOR,https://www.tcsion.com/OnlineAssessment/ScientificCalculator/Calculator.html#nogo,728,0,link
565,26652,1/9/2022,10:34:30,SCIENTIFIC CALCULATOR,https://www.tcsion.com/OnlineAssessment/ScientificCalculator/Calculator.html#nogo,728,0,link
566,26652,1/9/2022,10:34:29,SCIENTIFIC CALCULATOR,https://www.tcsion.com/OnlineAssessment/ScientificCalculator/Calculator.html#nogo,728,0,link
567,26652,1/9/2022,10:34:28,SCIENTIFIC CALCULATOR,https://www.tcsion.com/OnlineAssessment/ScientificCalculator/Calculator.html#nogo,728,0,link
568,26652,1/9/2022,10:34:24,SCIENTIFIC CALCULATOR,https://www.tcsion.com/OnlineAssessment/ScientificCalculator/Calculator.html#nogo,728,0,link
569,26652,1/9/2022,10:34:23,SCIENTIFIC CALCULATOR,https://www.tcsion.com/OnlineAssessment/ScientificCalculator/Calculator.html#nogo,728,0,link
570,26652,1/9/2022,10:34:22,SCIENTIFIC CALCULATOR,https://www.tcsion.com/OnlineAssessment/ScientificCalculator/Calculator.html#nogo,728,0,link
571,26652,1/9/2022,10:34:21,SCIENTIFIC CALCULATOR,https://www.tcsion.com/OnlineAssessment/ScientificCalculator/Calculator.html#nogo,728,0,link
572,26652,1/9/2022,10:34:20,SCIENTIFIC CALCULATOR,https://www.tcsion.com/OnlineAssessment/ScientificCalculator/Calculator.html#nogo,728,0,link
573,26652,1/9/2022,10:34:19,SCIENTIFIC CALCULATOR,https://www.tcsion.com/OnlineAssessment/ScientificCalculator/Calculator.html#nogo,728,0,link
574,26652,1/9/2022,10:34:16,SCIENTIFIC CALCULATOR,https://www.tcsion.com/OnlineAssessment/ScientificCalculator/Calculator.html#nogo,728,0,link
575,26652,1/9/2022,10:34:14,SCIENTIFIC CALCULATOR,https://www.tcsion.com/OnlineAssessment/ScientificCalculator/Calculator.html#nogo,728,0,link
576,26652,1/9/2022,10:34:14,SCIENTIFIC CALCULATOR,https://www.tcsion.com/OnlineAssessment/ScientificCalculator/Calculator.html#nogo,728,0,link
577,26652,1/9/2022,10:34:12,SCIENTIFIC CALCULATOR,https://www.tcsion.com/OnlineAssessment/ScientificCalculator/Calculator.html#nogo,728,0,link
578,26652,1/9/2022,10:34:10,SCIENTIFIC CALCULATOR,https://www.tcsion.com/OnlineAssessment/ScientificCalculator/Calculator.html#nogo,728,0,link
579,26652,1/9/2022,10:34:07,SCIENTIFIC CALCULATOR,https://www.tcsion.com/OnlineAssessment/ScientificCalculator/Calculator.html#nogo,728,0,link
580,26652,1/9/2022,10:34:06,SCIENTIFIC CALCULATOR,https://www.tcsion.com/OnlineAssessment/ScientificCalculator/Calculator.html#nogo,728,0,link
581,26652,1/9/2022,10:34:05,SCIENTIFIC CALCULATOR,https://www.tcsion.com/OnlineAssessment/ScientificCalculator/Calculator.html#nogo,728,0,link
582,26652,1/9/2022,10:34:02,SCIENTIFIC CALCULATOR,https://www.tcsion.com/OnlineAssessment/ScientificCalculator/Calculator.html#nogo,728,0,link
583,26652,1/9/2022,10:34:00,SCIENTIFIC CALCULATOR,https://www.tcsion.com/OnlineAssessment/ScientificCalculator/Calculator.html#nogo,728,0,link
584,26652,1/9/2022,10:33:59,SCIENTIFIC CALCULATOR,https://www.tcsion.com/OnlineAssessment/ScientificCalculator/Calculator.html#nogo,728,0,link
585,26652,1/9/2022,10:33:46,SCIENTIFIC CALCULATOR,https://www.tcsion.com/OnlineAssessment/ScientificCalculator/Calculator.html#nogo,728,0,link
586,32334,1/9/2022,10:32:44,0x6665 number - Google Search,https://www.google.com/search?q=0x6665+number&rlz=1C1CHWA_enIN911IN911&oq=0&aqs=chrome.0.69i59l2j69i57j35i39j0i131i433j69i60l2j69i61.2245j0j7&sourceid=chrome&ie=UTF-8,2,0,link
587,32334,1/9/2022,10:32:43,0x6665 number - Google Search,https://www.google.com/search?q=0x6665+number&rlz=1C1CHWA_enIN911IN911&oq=0&aqs=chrome.0.69i59l2j69i57j35i39j0i131i433j69i60l2j69i61.2245j0j7&sourceid=chrome&ie=UTF-8,2,0,generated
588,26652,1/9/2022,10:32:32,SCIENTIFIC CALCULATOR,https://www.tcsion.com/OnlineAssessment/ScientificCalculator/Calculator.html#nogo,728,0,link
589,26652,1/9/2022,10:32:31,SCIENTIFIC CALCULATOR,https://www.tcsion.com/OnlineAssessment/ScientificCalculator/Calculator.html#nogo,728,0,link
590,26652,1/9/2022,10:32:29,SCIENTIFIC CALCULATOR,https://www.tcsion.com/OnlineAssessment/ScientificCalculator/Calculator.html#nogo,728,0,link
591,26652,1/9/2022,10:32:28,SCIENTIFIC CALCULATOR,https://www.tcsion.com/OnlineAssessment/ScientificCalculator/Calculator.html#nogo,728,0,link
592,26652,1/9/2022,10:32:26,SCIENTIFIC CALCULATOR,https://www.tcsion.com/OnlineAssessment/ScientificCalculator/Calculator.html#nogo,728,0,link
593,26652,1/9/2022,10:32:24,SCIENTIFIC CALCULATOR,https://www.tcsion.com/OnlineAssessment/ScientificCalculator/Calculator.html#nogo,728,0,link
594,26652,1/9/2022,10:32:23,SCIENTIFIC CALCULATOR,https://www.tcsion.com/OnlineAssessment/ScientificCalculator/Calculator.html#nogo,728,0,link
595,26652,1/9/2022,10:32:22,SCIENTIFIC CALCULATOR,https://www.tcsion.com/OnlineAssessment/ScientificCalculator/Calculator.html#nogo,728,0,link
596,26652,1/9/2022,10:32:20,SCIENTIFIC CALCULATOR,https://www.tcsion.com/OnlineAssessment/ScientificCalculator/Calculator.html#nogo,728,0,link
597,26652,1/9/2022,10:32:18,SCIENTIFIC CALCULATOR,https://www.tcsion.com/OnlineAssessment/ScientificCalculator/Calculator.html#nogo,728,0,link
598,26652,1/9/2022,10:32:16,SCIENTIFIC CALCULATOR,https://www.tcsion.com/OnlineAssessment/ScientificCalculator/Calculator.html#nogo,728,0,link
599,26652,1/9/2022,10:32:14,SCIENTIFIC CALCULATOR,https://www.tcsion.com/OnlineAssessment/ScientificCalculator/Calculator.html#nogo,728,0,link
600,26652,1/9/2022,10:32:13,SCIENTIFIC CALCULATOR,https://www.tcsion.com/OnlineAssessment/ScientificCalculator/Calculator.html#nogo,728,0,link
601,26652,1/9/2022,10:32:11,SCIENTIFIC CALCULATOR,https://www.tcsion.com/OnlineAssessment/ScientificCalculator/Calculator.html#nogo,728,0,link
602,26652,1/9/2022,10:32:09,SCIENTIFIC CALCULATOR,https://www.tcsion.com/OnlineAssessment/ScientificCalculator/Calculator.html#nogo,728,0,link
603,26652,1/9/2022,10:32:07,SCIENTIFIC CALCULATOR,https://www.tcsion.com/OnlineAssessment/ScientificCalculator/Calculator.html#nogo,728,0,link
604,26652,1/9/2022,10:32:06,SCIENTIFIC CALCULATOR,https://www.tcsion.com/OnlineAssessment/ScientificCalculator/Calculator.html#nogo,728,0,link
605,26652,1/9/2022,10:32:05,SCIENTIFIC CALCULATOR,https://www.tcsion.com/OnlineAssessment/ScientificCalculator/Calculator.html#nogo,728,0,link
606,26652,1/9/2022,10:32:03,SCIENTIFIC CALCULATOR,https://www.tcsion.com/OnlineAssessment/ScientificCalculator/Calculator.html#nogo,728,0,link
607,26652,1/9/2022,10:32:01,SCIENTIFIC CALCULATOR,https://www.tcsion.com/OnlineAssessment/ScientificCalculator/Calculator.html#nogo,728,0,link
608,26652,1/9/2022,10:31:57,SCIENTIFIC CALCULATOR,https://www.tcsion.com/OnlineAssessment/ScientificCalculator/Calculator.html#nogo,728,0,link
609,26652,1/9/2022,10:31:56,SCIENTIFIC CALCULATOR,https://www.tcsion.com/OnlineAssessment/ScientificCalculator/Calculator.html#nogo,728,0,link
610,26652,1/9/2022,10:31:54,SCIENTIFIC CALCULATOR,https://www.tcsion.com/OnlineAssessment/ScientificCalculator/Calculator.html#nogo,728,0,link
611,26652,1/9/2022,10:31:49,SCIENTIFIC CALCULATOR,https://www.tcsion.com/OnlineAssessment/ScientificCalculator/Calculator.html#nogo,728,0,link
612,26652,1/9/2022,10:31:48,SCIENTIFIC CALCULATOR,https://www.tcsion.com/OnlineAssessment/ScientificCalculator/Calculator.html#nogo,728,0,link
613,26652,1/9/2022,10:31:43,SCIENTIFIC CALCULATOR,https://www.tcsion.com/OnlineAssessment/ScientificCalculator/Calculator.html#nogo,728,0,link
614,26652,1/9/2022,10:31:43,SCIENTIFIC CALCULATOR,https://www.tcsion.com/OnlineAssessment/ScientificCalculator/Calculator.html#nogo,728,0,link
615,26652,1/9/2022,10:31:42,SCIENTIFIC CALCULATOR,https://www.tcsion.com/OnlineAssessment/ScientificCalculator/Calculator.html#nogo,728,0,link
616,26652,1/9/2022,10:31:40,SCIENTIFIC CALCULATOR,https://www.tcsion.com/OnlineAssessment/ScientificCalculator/Calculator.html#nogo,728,0,link
617,26652,1/9/2022,10:31:34,SCIENTIFIC CALCULATOR,https://www.tcsion.com/OnlineAssessment/ScientificCalculator/Calculator.html#nogo,728,0,link
618,26652,1/9/2022,10:31:31,SCIENTIFIC CALCULATOR,https://www.tcsion.com/OnlineAssessment/ScientificCalculator/Calculator.html#nogo,728,0,link
619,26652,1/9/2022,10:31:28,SCIENTIFIC CALCULATOR,https://www.tcsion.com/OnlineAssessment/ScientificCalculator/Calculator.html#nogo,728,0,link
620,26652,1/9/2022,10:31:27,SCIENTIFIC CALCULATOR,https://www.tcsion.com/OnlineAssessment/ScientificCalculator/Calculator.html#nogo,728,0,link
621,26652,1/9/2022,10:31:26,SCIENTIFIC CALCULATOR,https://www.tcsion.com/OnlineAssessment/ScientificCalculator/Calculator.html#nogo,728,0,link
622,26652,1/9/2022,10:31:23,SCIENTIFIC CALCULATOR,https://www.tcsion.com/OnlineAssessment/ScientificCalculator/Calculator.html#nogo,728,0,link
623,26652,1/9/2022,10:31:21,SCIENTIFIC CALCULATOR,https://www.tcsion.com/OnlineAssessment/ScientificCalculator/Calculator.html#nogo,728,0,link
624,26652,1/9/2022,10:31:19,SCIENTIFIC CALCULATOR,https://www.tcsion.com/OnlineAssessment/ScientificCalculator/Calculator.html#nogo,728,0,link
625,26652,1/9/2022,10:31:17,SCIENTIFIC CALCULATOR,https://www.tcsion.com/OnlineAssessment/ScientificCalculator/Calculator.html#nogo,728,0,link
626,26652,1/9/2022,10:31:16,SCIENTIFIC CALCULATOR,https://www.tcsion.com/OnlineAssessment/ScientificCalculator/Calculator.html#nogo,728,0,link
627,26652,1/9/2022,10:31:15,SCIENTIFIC CALCULATOR,https://www.tcsion.com/OnlineAssessment/ScientificCalculator/Calculator.html#nogo,728,0,link
628,26652,1/9/2022,10:31:14,SCIENTIFIC CALCULATOR,https://www.tcsion.com/OnlineAssessment/ScientificCalculator/Calculator.html#nogo,728,0,link
629,26652,1/9/2022,10:31:12,SCIENTIFIC CALCULATOR,https://www.tcsion.com/OnlineAssessment/ScientificCalculator/Calculator.html#nogo,728,0,link
630,26652,1/9/2022,10:31:08,SCIENTIFIC CALCULATOR,https://www.tcsion.com/OnlineAssessment/ScientificCalculator/Calculator.html#nogo,728,0,link
631,26652,1/9/2022,10:31:05,SCIENTIFIC CALCULATOR,https://www.tcsion.com/OnlineAssessment/ScientificCalculator/Calculator.html#nogo,728,0,link
632,32333,1/9/2022,10:30:13,1 byte = 8 bits - Google Search,https://www.google.com/search?q=1+byte+%3D+8+bits&rlz=1C1CHWA_enIN911IN911&sxsrf=AOaemvLGdsDWypJuiprTi63swS73zt32Tw%3A1641704406675&ei=1mvaYabDKMqZseMPqaaD0AU&oq=1+byte&gs_lcp=Cgdnd3Mtd2l6EAEYAjIHCAAQRxCwAzIHCAAQRxCwAzIHCAAQRxCwAzIHCAAQRxCwAzIHCAAQRxCwAzIHCAAQRxCwAzIHCAAQRxCwAzIHCAAQRxCwAzIHCAAQsAMQQzIHCAAQsAMQQ0oECEEYAEoECEYYAFAAWABg5hNoAXACeACAAQCIAQCSAQCYAQDIAQrAAQE&sclient=gws-wiz,2,0,link
633,32333,1/9/2022,10:30:12,1 byte = 8 bits - Google Search,https://www.google.com/search?q=1+byte+%3D+8+bits&rlz=1C1CHWA_enIN911IN911&sxsrf=AOaemvLGdsDWypJuiprTi63swS73zt32Tw%3A1641704406675&ei=1mvaYabDKMqZseMPqaaD0AU&oq=1+byte&gs_lcp=Cgdnd3Mtd2l6EAEYAjIHCAAQRxCwAzIHCAAQRxCwAzIHCAAQRxCwAzIHCAAQRxCwAzIHCAAQRxCwAzIHCAAQRxCwAzIHCAAQRxCwAzIHCAAQRxCwAzIHCAAQsAMQQzIHCAAQsAMQQ0oECEEYAEoECEYYAFAAWABg5hNoAXACeACAAQCIAQCSAQCYAQDIAQrAAQE&sclient=gws-wiz,2,0,form_submit
634,32332,1/9/2022,10:30:07,1 byte - Google Search,https://www.google.com/search?q=1+byte&rlz=1C1CHWA_enIN911IN911&sxsrf=AOaemvJ4mNHCHMbE8_LN_SDsjcBqh9x4iA%3A1641704382413&ei=vmvaYbK9GJKWseMPvaWh8Ac&ved=0ahUKEwiylKi08aP1AhUSS2wGHb1SCH4Q4dUDCA8&uact=5&oq=1+byte&gs_lcp=Cgdnd3Mtd2l6EAMyBwgAELEDEEMyBAgAEEMyBQgAEIAEMgQIABBDMgQIABBDMgQIABBDMgUIABCABDIFCAAQgAQyBQgAEIAEMgUIABCABDoHCAAQRxCwAzoECCMQJzoHCCMQ6gIQJzoFCAAQkQI6CwgAEIAEELEDEIMBOgUILhCRAjoICAAQgAQQsQM6BQguEIAESgQIQRgASgQIRhgAUOAEWNcdYJogaAJwAngEgAG0AYgB2QySAQQwLjEzmAEAoAEBsAEKyAEIwAEB&sclient=gws-wiz,2,0,link
635,32332,1/9/2022,10:30:06,1 byte - Google Search,https://www.google.com/search?q=1+byte&rlz=1C1CHWA_enIN911IN911&sxsrf=AOaemvJ4mNHCHMbE8_LN_SDsjcBqh9x4iA%3A1641704382413&ei=vmvaYbK9GJKWseMPvaWh8Ac&ved=0ahUKEwiylKi08aP1AhUSS2wGHb1SCH4Q4dUDCA8&uact=5&oq=1+byte&gs_lcp=Cgdnd3Mtd2l6EAMyBwgAELEDEEMyBAgAEEMyBQgAEIAEMgQIABBDMgQIABBDMgQIABBDMgUIABCABDIFCAAQgAQyBQgAEIAEMgUIABCABDoHCAAQRxCwAzoECCMQJzoHCCMQ6gIQJzoFCAAQkQI6CwgAEIAEELEDEIMBOgUILhCRAjoICAAQgAQQsQM6BQguEIAESgQIQRgASgQIRhgAUOAEWNcdYJogaAJwAngEgAG0AYgB2QySAQQwLjEzmAEAoAEBsAEKyAEIwAEB&sclient=gws-wiz,2,0,form_submit
636,32331,1/9/2022,10:29:42,0x6665 number - Google Search,https://www.google.com/search?q=0x6665+number&rlz=1C1CHWA_enIN911IN911&sxsrf=AOaemvLJrkS6OPy7XOSNBdqHKTwwFaIz3w%3A1641704376294&ei=uGvaYayYEYiRseMP69GfkAw&oq=0x6665+num&gs_lcp=Cgdnd3Mtd2l6EAMYADIHCCEQChCgAToHCAAQRxCwAzoFCCEQoAFKBAhBGABKBAhGGABQ0gZY4RZghiBoAXACeACAAZABiAH-A5IBAzAuNJgBAKABAcgBCMABAQ&sclient=gws-wiz,2,0,link
637,32331,1/9/2022,10:29:42,0x6665 number - Google Search,https://www.google.com/search?q=0x6665+number&rlz=1C1CHWA_enIN911IN911&sxsrf=AOaemvLJrkS6OPy7XOSNBdqHKTwwFaIz3w%3A1641704376294&ei=uGvaYayYEYiRseMP69GfkAw&oq=0x6665+num&gs_lcp=Cgdnd3Mtd2l6EAMYADIHCCEQChCgAToHCAAQRxCwAzoFCCEQoAFKBAhBGABKBAhGGABQ0gZY4RZghiBoAXACeACAAZABiAH-A5IBAzAuNJgBAKABAcgBCMABAQ&sclient=gws-wiz,2,0,form_submit
638,32330,1/9/2022,10:29:37,0x6665 - Google Search,https://www.google.com/search?q=0x6665&rlz=1C1CHWA_enIN911IN911&oq=0x6665&aqs=chrome..69i57.6563j0j7&sourceid=chrome&ie=UTF-8,2,0,link
639,32330,1/9/2022,10:29:36,0x6665 - Google Search,https://www.google.com/search?q=0x6665&rlz=1C1CHWA_enIN911IN911&oq=0x6665&aqs=chrome..69i57.6563j0j7&sourceid=chrome&ie=UTF-8,2,0,generated
640,32329,1/9/2022,10:22:40,Little and Big Endian Mystery - GeeksforGeeks,https://www.geeksforgeeks.org/little-and-big-endian-mystery/,1,0,link
641,32327,1/9/2022,10:22:37,unsigned int little endian - Google Search,https://www.google.com/search?q=unsigned+int+little+endian&rlz=1C1CHWA_enIN911IN911&oq=usigned+int+on+littl&aqs=chrome.1.69i57j0i22i30l2.10189j0j7&sourceid=chrome&ie=UTF-8,3,0,generated
642,32328,1/9/2022,10:22:28,c++ - Unsigned integer into little endian form - Stack Overflow,https://stackoverflow.com/questions/13652586/unsigned-integer-into-little-endian-form,1,0,link
643,32327,1/9/2022,10:22:26,unsigned int little endian - Google Search,https://www.google.com/search?q=unsigned+int+little+endian&rlz=1C1CHWA_enIN911IN911&oq=usigned+int+on+littl&aqs=chrome.1.69i57j0i22i30l2.10189j0j7&sourceid=chrome&ie=UTF-8,3,0,link
644,32327,1/9/2022,10:22:25,unsigned int little endian - Google Search,https://www.google.com/search?q=unsigned+int+little+endian&rlz=1C1CHWA_enIN911IN911&oq=usigned+int+on+littl&aqs=chrome.1.69i57j0i22i30l2.10189j0j7&sourceid=chrome&ie=UTF-8,3,0,generated
645,32326,1/9/2022,10:19:48,OS Deadlock Prevention - javatpoint,https://www.javatpoint.com/os-deadlock-prevention,1,0,link
646,32325,1/9/2022,10:19:40,mutual exclusion in deadlock - Google Search,https://www.google.com/search?q=mutual+exclusion+in+deadlock&rlz=1C1CHWA_enIN911IN911&oq=mutual+ex&aqs=chrome.2.69i57j0i67i433j0i67l2j0i512l5j0i67.3838j0j7&sourceid=chrome&ie=UTF-8,3,0,generated
647,27971,1/9/2022,10:19:34,Introduction of Deadlock in Operating System - GeeksforGeeks,https://www.geeksforgeeks.org/introduction-of-deadlock-in-operating-system/,2,0,link
648,32325,1/9/2022,10:19:22,mutual exclusion in deadlock - Google Search,https://www.google.com/search?q=mutual+exclusion+in+deadlock&rlz=1C1CHWA_enIN911IN911&oq=mutual+ex&aqs=chrome.2.69i57j0i67i433j0i67l2j0i512l5j0i67.3838j0j7&sourceid=chrome&ie=UTF-8,3,0,link
649,32325,1/9/2022,10:19:21,mutual exclusion in deadlock - Google Search,https://www.google.com/search?q=mutual+exclusion+in+deadlock&rlz=1C1CHWA_enIN911IN911&oq=mutual+ex&aqs=chrome.2.69i57j0i67i433j0i67l2j0i512l5j0i67.3838j0j7&sourceid=chrome&ie=UTF-8,3,0,generated
650,32324,1/9/2022,10:19:09,"Deadlock, Starvation, and Livelock - GeeksforGeeks",https://www.geeksforgeeks.org/deadlock-starvation-and-livelock/,1,0,link
651,32323,1/9/2022,10:18:57,livelock vs deadlock - Google Search,https://www.google.com/search?q=livelock+vs+deadlock&rlz=1C1CHWA_enIN911IN911&oq=livelock&aqs=chrome.1.69i57j0i512l8j46i512.3632j0j7&sourceid=chrome&ie=UTF-8,2,0,link
652,32323,1/9/2022,10:18:56,livelock vs deadlock - Google Search,https://www.google.com/search?q=livelock+vs+deadlock&rlz=1C1CHWA_enIN911IN911&oq=livelock&aqs=chrome.1.69i57j0i512l8j46i512.3632j0j7&sourceid=chrome&ie=UTF-8,2,0,generated
653,30397,1/9/2022,10:13:33,"Computer Science and Information Technology (CS, Set-2)",https://media.geeksforgeeks.org/wp-content/cdn-uploads/20211005201154/GATE2021_QP_CS-2.pdf,10,0,link
654,26652,1/9/2022,10:13:17,SCIENTIFIC CALCULATOR,https://www.tcsion.com/OnlineAssessment/ScientificCalculator/Calculator.html#nogo,728,0,auto_bookmark
655,26649,1/9/2022,10:12:49,Previous years GATE CSE and IT Papers Download Link,https://www.geeksforgeeks.org/original-gate-previous-year-question-papers-cse-and-it-gq/,22,0,auto_bookmark
